state,date,electricity_sales,average_temp,monthly_mean_from_1901_to_2000,month,month_sin,month_cos
Utah,2016-03-01,2246,38.0,33.9,3,1.0,6.123233995736766e-17
Wyoming,2016-03-01,1369,32.3,25.7,3,1.0,6.123233995736766e-17
California,2016-03-01,20225,52.2,47.1,3,1.0,6.123233995736766e-17
Oregon,2016-03-01,3969,40.7,36.2,3,1.0,6.123233995736766e-17
Washington,2016-03-01,7727,40.4,35.8,3,1.0,6.123233995736766e-17
Connecticut,2016-04-01,2180,45.0,40.7,4,0.8660254037844387,-0.4999999999999997
Maine,2016-04-01,901,33.2,32.0,4,0.8660254037844387,-0.4999999999999997
Massachusetts,2016-04-01,3934,43.0,39.4,4,0.8660254037844387,-0.4999999999999997
New Hampshire,2016-04-01,849,37.7,34.8,4,0.8660254037844387,-0.4999999999999997
Rhode Island,2016-04-01,554,44.6,41.0,4,0.8660254037844387,-0.4999999999999997
Vermont,2016-04-01,417,35.9,33.5,4,0.8660254037844387,-0.4999999999999997
New Jersey,2016-04-01,5094,48.8,44.3,4,0.8660254037844387,-0.4999999999999997
New York,2016-04-01,10728,39.5,36.7,4,0.8660254037844387,-0.4999999999999997
Pennsylvania,2016-04-01,10613,45.2,41.4,4,0.8660254037844387,-0.4999999999999997
Illinois,2016-04-01,10127,50.2,45.7,4,0.8660254037844387,-0.4999999999999997
Indiana,2016-04-01,7497,49.6,45.0,4,0.8660254037844387,-0.4999999999999997
Michigan,2016-04-01,7843,38.4,35.4,4,0.8660254037844387,-0.4999999999999997
Ohio,2016-04-01,10921,48.4,43.9,4,0.8660254037844387,-0.4999999999999997
Wisconsin,2016-04-01,5202,39.8,35.4,4,0.8660254037844387,-0.4999999999999997
Iowa,2016-04-01,3584,46.2,41.3,4,0.8660254037844387,-0.4999999999999997
Kansas,2016-04-01,2801,53.0,47.9,4,0.8660254037844387,-0.4999999999999997
Minnesota,2016-04-01,4884,39.1,33.3,4,0.8660254037844387,-0.4999999999999997
Missouri,2016-04-01,5232,53.8,49.0,4,0.8660254037844387,-0.4999999999999997
Nebraska,2016-04-01,2108,46.9,41.8,4,0.8660254037844387,-0.4999999999999997
North Dakota,2016-04-01,1432,39.0,33.0,4,0.8660254037844387,-0.4999999999999997
South Dakota,2016-04-01,899,43.2,37.8,4,0.8660254037844387,-0.4999999999999997
Delaware,2016-04-01,769,51.4,47.4,4,0.8660254037844387,-0.4999999999999997
Florida,2016-04-01,17145,70.0,66.6,4,0.8660254037844387,-0.4999999999999997
Georgia,2016-04-01,9592,62.4,59.2,4,0.8660254037844387,-0.4999999999999997
Maryland,2016-04-01,4161,51.2,47.3,4,0.8660254037844387,-0.4999999999999997
North Carolina,2016-04-01,9154,57.4,53.5,4,0.8660254037844387,-0.4999999999999997
South Carolina,2016-04-01,5539,61.8,57.8,4,0.8660254037844387,-0.4999999999999997
Virginia,2016-04-01,7785,53.4,49.3,4,0.8660254037844387,-0.4999999999999997
West Virginia,2016-04-01,2360,50.8,46.0,4,0.8660254037844387,-0.4999999999999997
Alabama,2016-04-01,6194,61.6,58.9,4,0.8660254037844387,-0.4999999999999997
Kentucky,2016-04-01,5397,54.6,50.3,4,0.8660254037844387,-0.4999999999999997
Mississippi,2016-04-01,3417,62.7,59.6,4,0.8660254037844387,-0.4999999999999997
Tennessee,2016-04-01,7023,56.7,53.0,4,0.8660254037844387,-0.4999999999999997
Arkansas,2016-04-01,3220,59.0,55.9,4,0.8660254037844387,-0.4999999999999997
Louisiana,2016-04-01,6648,66.0,62.7,4,0.8660254037844387,-0.4999999999999997
Oklahoma,2016-04-01,4223,58.0,54.3,4,0.8660254037844387,-0.4999999999999997
Texas,2016-04-01,27840,63.6,60.5,4,0.8660254037844387,-0.4999999999999997
Arizona,2016-04-01,5400,56.7,53.1,4,0.8660254037844387,-0.4999999999999997
Colorado,2016-04-01,4013,40.8,38.1,4,0.8660254037844387,-0.4999999999999997
Idaho,2016-04-01,1604,42.0,36.8,4,0.8660254037844387,-0.4999999999999997
Montana,2016-04-01,1108,41.2,35.0,4,0.8660254037844387,-0.4999999999999997
Nevada,2016-04-01,2504,47.2,43.1,4,0.8660254037844387,-0.4999999999999997
New Mexico,2016-04-01,1697,50.3,47.4,4,0.8660254037844387,-0.4999999999999997
Utah,2016-04-01,2204,45.0,41.3,4,0.8660254037844387,-0.4999999999999997
Wyoming,2016-04-01,1298,38.2,34.0,4,0.8660254037844387,-0.4999999999999997
California,2016-04-01,19148,55.2,51.4,4,0.8660254037844387,-0.4999999999999997
Oregon,2016-04-01,3508,45.6,41.1,4,0.8660254037844387,-0.4999999999999997
Washington,2016-04-01,6780,46.7,41.8,4,0.8660254037844387,-0.4999999999999997
Connecticut,2016-05-01,2020,52.6,51.4,5,0.4999999999999999,-0.8660254037844386
Maine,2016-05-01,884,45.0,44.4,5,0.4999999999999999,-0.8660254037844386
Massachusetts,2016-05-01,3916,51.1,50.2,5,0.4999999999999999,-0.8660254037844386
New Hampshire,2016-05-01,780,47.5,46.7,5,0.4999999999999999,-0.8660254037844386
Rhode Island,2016-05-01,558,52.0,50.8,5,0.4999999999999999,-0.8660254037844386
Vermont,2016-05-01,422,46.1,46.0,5,0.4999999999999999,-0.8660254037844386
New Jersey,2016-05-01,5732,55.4,54.5,5,0.4999999999999999,-0.8660254037844386
New York,2016-05-01,10770,48.5,48.6,5,0.4999999999999999,-0.8660254037844386
Pennsylvania,2016-05-01,10590,52.2,52.2,5,0.4999999999999999,-0.8660254037844386
Illinois,2016-05-01,10579,57.5,56.8,5,0.4999999999999999,-0.8660254037844386
Indiana,2016-05-01,7890,56.3,56.0,5,0.4999999999999999,-0.8660254037844386
Michigan,2016-05-01,8249,48.1,47.7,5,0.4999999999999999,-0.8660254037844386
Ohio,2016-05-01,11475,55.0,54.7,5,0.4999999999999999,-0.8660254037844386
Wisconsin,2016-05-01,5319,49.5,48.6,5,0.4999999999999999,-0.8660254037844386
Iowa,2016-05-01,3673,54.8,53.9,5,0.4999999999999999,-0.8660254037844386
Kansas,2016-05-01,3064,58.9,58.4,5,0.4999999999999999,-0.8660254037844386
Minnesota,2016-05-01,5063,49.6,47.8,5,0.4999999999999999,-0.8660254037844386
Missouri,2016-05-01,5612,60.0,59.4,5,0.4999999999999999,-0.8660254037844386
Nebraska,2016-05-01,2182,53.6,53.1,5,0.4999999999999999,-0.8660254037844386
North Dakota,2016-05-01,1364,49.2,47.5,5,0.4999999999999999,-0.8660254037844386
South Dakota,2016-05-01,879,51.5,50.4,5,0.4999999999999999,-0.8660254037844386
Delaware,2016-05-01,836,57.4,57.1,5,0.4999999999999999,-0.8660254037844386
Florida,2016-05-01,19509,73.7,72.2,5,0.4999999999999999,-0.8660254037844386
Georgia,2016-05-01,10633,67.4,67.0,5,0.4999999999999999,-0.8660254037844386
Maryland,2016-05-01,4409,57.0,57.2,5,0.4999999999999999,-0.8660254037844386
North Carolina,2016-05-01,9884,62.2,62.1,5,0.4999999999999999,-0.8660254037844386
South Carolina,2016-05-01,6221,66.6,66.1,5,0.4999999999999999,-0.8660254037844386
Virginia,2016-05-01,8152,58.5,58.6,5,0.4999999999999999,-0.8660254037844386
West Virginia,2016-05-01,2391,56.2,55.6,5,0.4999999999999999,-0.8660254037844386
Alabama,2016-05-01,6904,66.9,66.7,5,0.4999999999999999,-0.8660254037844386
Kentucky,2016-05-01,5562,60.1,59.8,5,0.4999999999999999,-0.8660254037844386
Mississippi,2016-05-01,3694,67.8,67.4,5,0.4999999999999999,-0.8660254037844386
Tennessee,2016-05-01,7210,62.4,61.9,5,0.4999999999999999,-0.8660254037844386
Arkansas,2016-05-01,3291,64.8,64.5,5,0.4999999999999999,-0.8660254037844386
Louisiana,2016-05-01,6903,70.8,69.9,5,0.4999999999999999,-0.8660254037844386
Oklahoma,2016-05-01,4662,63.8,63.7,5,0.4999999999999999,-0.8660254037844386
Texas,2016-05-01,30205,68.8,68.6,5,0.4999999999999999,-0.8660254037844386
Arizona,2016-05-01,6260,61.6,60.9,5,0.4999999999999999,-0.8660254037844386
Colorado,2016-05-01,4246,47.2,47.1,5,0.4999999999999999,-0.8660254037844386
Idaho,2016-05-01,1774,48.8,45.1,5,0.4999999999999999,-0.8660254037844386
Montana,2016-05-01,1055,48.0,45.5,5,0.4999999999999999,-0.8660254037844386
Nevada,2016-05-01,2779,52.6,50.8,5,0.4999999999999999,-0.8660254037844386
New Mexico,2016-05-01,1789,55.8,55.7,5,0.4999999999999999,-0.8660254037844386
Utah,2016-05-01,2296,51.2,50.1,5,0.4999999999999999,-0.8660254037844386
Wyoming,2016-05-01,1260,44.8,43.6,5,0.4999999999999999,-0.8660254037844386
California,2016-05-01,19390,60.0,57.3,5,0.4999999999999999,-0.8660254037844386
Oregon,2016-05-01,3622,51.6,47.2,5,0.4999999999999999,-0.8660254037844386
Washington,2016-05-01,6658,53.4,48.5,5,0.4999999999999999,-0.8660254037844386
Connecticut,2016-06-01,2446,62.9,61.1,6,1.2246467991473532e-16,-1.0
Maine,2016-06-01,899,56.6,55.1,6,1.2246467991473532e-16,-1.0
Massachusetts,2016-06-01,4380,61.6,60.0,6,1.2246467991473532e-16,-1.0
New Hampshire,2016-06-01,868,58.7,57.1,6,1.2246467991473532e-16,-1.0
Rhode Island,2016-06-01,622,62.4,60.4,6,1.2246467991473532e-16,-1.0
Vermont,2016-06-01,436,58.0,56.6,6,1.2246467991473532e-16,-1.0
New Jersey,2016-06-01,6531,65.4,64.2,6,1.2246467991473532e-16,-1.0
New York,2016-06-01,12298,59.9,59.0,6,1.2246467991473532e-16,-1.0
Pennsylvania,2016-06-01,11809,62.4,61.8,6,1.2246467991473532e-16,-1.0
Illinois,2016-06-01,12540,68.4,66.8,6,1.2246467991473532e-16,-1.0
Indiana,2016-06-01,8893,66.8,66.0,6,1.2246467991473532e-16,-1.0
Michigan,2016-06-01,9097,60.0,58.4,6,1.2246467991473532e-16,-1.0
Ohio,2016-06-01,12708,65.4,64.4,6,1.2246467991473532e-16,-1.0
Wisconsin,2016-06-01,5951,61.0,59.4,6,1.2246467991473532e-16,-1.0
Iowa,2016-06-01,4209,66.2,64.4,6,1.2246467991473532e-16,-1.0
Kansas,2016-06-01,3960,69.6,68.4,6,1.2246467991473532e-16,-1.0
Minnesota,2016-06-01,5586,61.2,59.0,6,1.2246467991473532e-16,-1.0
Missouri,2016-06-01,7214,69.8,68.6,6,1.2246467991473532e-16,-1.0
Nebraska,2016-06-01,2753,65.2,63.3,6,1.2246467991473532e-16,-1.0
North Dakota,2016-06-01,1384,61.3,58.3,6,1.2246467991473532e-16,-1.0
South Dakota,2016-06-01,996,63.7,60.9,6,1.2246467991473532e-16,-1.0
Delaware,2016-06-01,944,67.0,66.4,6,1.2246467991473532e-16,-1.0
Florida,2016-06-01,22113,79.0,77.2,6,1.2246467991473532e-16,-1.0
Georgia,2016-06-01,12598,75.2,74.1,6,1.2246467991473532e-16,-1.0
Maryland,2016-06-01,5139,66.6,66.5,6,1.2246467991473532e-16,-1.0
North Carolina,2016-06-01,12054,70.6,70.0,6,1.2246467991473532e-16,-1.0
South Carolina,2016-06-01,7191,74.9,73.6,6,1.2246467991473532e-16,-1.0
Virginia,2016-06-01,9338,66.9,67.1,6,1.2246467991473532e-16,-1.0
West Virginia,2016-06-01,2503,64.5,64.3,6,1.2246467991473532e-16,-1.0
Alabama,2016-06-01,8014,74.7,74.1,6,1.2246467991473532e-16,-1.0
Kentucky,2016-06-01,6361,68.9,68.5,6,1.2246467991473532e-16,-1.0
Mississippi,2016-06-01,4249,75.4,74.9,6,1.2246467991473532e-16,-1.0
Tennessee,2016-06-01,8567,70.9,70.0,6,1.2246467991473532e-16,-1.0
Arkansas,2016-06-01,3863,73.0,72.5,6,1.2246467991473532e-16,-1.0
Louisiana,2016-06-01,8127,77.1,76.6,6,1.2246467991473532e-16,-1.0
Oklahoma,2016-06-01,5866,72.7,72.5,6,1.2246467991473532e-16,-1.0
Texas,2016-06-01,35736,75.8,76.0,6,1.2246467991473532e-16,-1.0
Arizona,2016-06-01,8223,72.4,69.7,6,1.2246467991473532e-16,-1.0
Colorado,2016-06-01,4783,58.6,56.5,6,1.2246467991473532e-16,-1.0
Idaho,2016-06-01,2310,55.9,53.0,6,1.2246467991473532e-16,-1.0
Montana,2016-06-01,1134,56.7,54.3,6,1.2246467991473532e-16,-1.0
Nevada,2016-06-01,3734,62.4,59.4,6,1.2246467991473532e-16,-1.0
New Mexico,2016-06-01,2071,66.2,64.7,6,1.2246467991473532e-16,-1.0
Utah,2016-06-01,2774,62.6,59.3,6,1.2246467991473532e-16,-1.0
Wyoming,2016-06-01,1328,55.8,53.0,6,1.2246467991473532e-16,-1.0
California,2016-06-01,22358,67.8,64.4,6,1.2246467991473532e-16,-1.0
Oregon,2016-06-01,3826,56.8,53.8,6,1.2246467991473532e-16,-1.0
Washington,2016-06-01,6814,57.5,54.8,6,1.2246467991473532e-16,-1.0
Connecticut,2016-07-01,2736,70.8,68.1,7,-0.4999999999999997,-0.8660254037844387
Maine,2016-07-01,940,63.8,62.6,7,-0.4999999999999997,-0.8660254037844387
Massachusetts,2016-07-01,5077,69.4,67.1,7,-0.4999999999999997,-0.8660254037844387
New Hampshire,2016-07-01,990,65.6,64.1,7,-0.4999999999999997,-0.8660254037844387
Rhode Island,2016-07-01,793,70.4,67.6,7,-0.4999999999999997,-0.8660254037844387
Vermont,2016-07-01,492,64.7,63.5,7,-0.4999999999999997,-0.8660254037844387
New Jersey,2016-07-01,8260,73.9,71.0,7,-0.4999999999999997,-0.8660254037844387
New York,2016-07-01,14427,67.2,65.8,7,-0.4999999999999997,-0.8660254037844387
Pennsylvania,2016-07-01,13366,70.2,68.2,7,-0.4999999999999997,-0.8660254037844387
Illinois,2016-07-01,14122,75.2,73.5,7,-0.4999999999999997,-0.8660254037844387
Indiana,2016-07-01,9848,73.8,72.5,7,-0.4999999999999997,-0.8660254037844387
Michigan,2016-07-01,10156,67.5,65.7,7,-0.4999999999999997,-0.8660254037844387
Ohio,2016-07-01,14496,73.0,70.9,7,-0.4999999999999997,-0.8660254037844387
Wisconsin,2016-07-01,6610,67.9,66.6,7,-0.4999999999999997,-0.8660254037844387
Iowa,2016-07-01,4375,72.9,71.5,7,-0.4999999999999997,-0.8660254037844387
Kansas,2016-07-01,4288,78.6,76.1,7,-0.4999999999999997,-0.8660254037844387
Minnesota,2016-07-01,6192,67.4,66.2,7,-0.4999999999999997,-0.8660254037844387
Missouri,2016-07-01,7998,77.5,75.3,7,-0.4999999999999997,-0.8660254037844387
Nebraska,2016-07-01,3068,73.8,71.5,7,-0.4999999999999997,-0.8660254037844387
North Dakota,2016-07-01,1506,67.6,65.9,7,-0.4999999999999997,-0.8660254037844387
South Dakota,2016-07-01,1079,71.8,69.1,7,-0.4999999999999997,-0.8660254037844387
Delaware,2016-07-01,1120,76.0,73.1,7,-0.4999999999999997,-0.8660254037844387
Florida,2016-07-01,24776,82.9,80.2,7,-0.4999999999999997,-0.8660254037844387
Georgia,2016-07-01,14331,81.2,78.5,7,-0.4999999999999997,-0.8660254037844387
Maryland,2016-07-01,6242,75.3,72.9,7,-0.4999999999999997,-0.8660254037844387
North Carolina,2016-07-01,13792,77.7,75.2,7,-0.4999999999999997,-0.8660254037844387
South Carolina,2016-07-01,8344,81.8,78.5,7,-0.4999999999999997,-0.8660254037844387
Virginia,2016-07-01,11206,74.6,72.8,7,-0.4999999999999997,-0.8660254037844387
West Virginia,2016-07-01,2795,71.6,70.0,7,-0.4999999999999997,-0.8660254037844387
Alabama,2016-07-01,8824,80.6,78.7,7,-0.4999999999999997,-0.8660254037844387
Kentucky,2016-07-01,7032,76.4,74.4,7,-0.4999999999999997,-0.8660254037844387
Mississippi,2016-07-01,4968,81.3,79.6,7,-0.4999999999999997,-0.8660254037844387
Tennessee,2016-07-01,9992,78.2,75.5,7,-0.4999999999999997,-0.8660254037844387
Arkansas,2016-07-01,4826,80.4,78.4,7,-0.4999999999999997,-0.8660254037844387
Louisiana,2016-07-01,9095,82.3,80.8,7,-0.4999999999999997,-0.8660254037844387
Oklahoma,2016-07-01,6555,81.2,79.3,7,-0.4999999999999997,-0.8660254037844387
Texas,2016-07-01,40978,82.8,81.0,7,-0.4999999999999997,-0.8660254037844387
Arizona,2016-07-01,9120,81.4,77.1,7,-0.4999999999999997,-0.8660254037844387
Colorado,2016-07-01,5407,67.8,64.2,7,-0.4999999999999997,-0.8660254037844387
Idaho,2016-07-01,2459,63.0,60.9,7,-0.4999999999999997,-0.8660254037844387
Montana,2016-07-01,1183,64.2,62.0,7,-0.4999999999999997,-0.8660254037844387
Nevada,2016-07-01,4150,71.7,68.0,7,-0.4999999999999997,-0.8660254037844387
New Mexico,2016-07-01,2317,74.9,70.9,7,-0.4999999999999997,-0.8660254037844387
Utah,2016-07-01,3075,72.3,67.8,7,-0.4999999999999997,-0.8660254037844387
Wyoming,2016-07-01,1386,65.3,61.4,7,-0.4999999999999997,-0.8660254037844387
California,2016-07-01,23900,75.2,71.5,7,-0.4999999999999997,-0.8660254037844387
Oregon,2016-07-01,3952,62.4,60.9,7,-0.4999999999999997,-0.8660254037844387
Washington,2016-07-01,7091,61.8,60.9,7,-0.4999999999999997,-0.8660254037844387
Connecticut,2016-08-01,3044,74.0,69.6,8,-0.8660254037844383,-0.5000000000000003
Maine,2016-08-01,1086,66.8,64.2,8,-0.8660254037844383,-0.5000000000000003
Massachusetts,2016-08-01,5538,72.6,68.7,8,-0.8660254037844383,-0.5000000000000003
New Hampshire,2016-08-01,1071,68.4,65.3,8,-0.8660254037844383,-0.5000000000000003
Rhode Island,2016-08-01,805,73.9,69.5,8,-0.8660254037844383,-0.5000000000000003
Vermont,2016-08-01,502,67.4,64.6,8,-0.8660254037844383,-0.5000000000000003
New Jersey,2016-08-01,8452,77.0,72.5,8,-0.8660254037844383,-0.5000000000000003
New York,2016-08-01,15263,70.6,67.1,8,-0.8660254037844383,-0.5000000000000003
Pennsylvania,2016-08-01,14082,73.2,69.4,8,-0.8660254037844383,-0.5000000000000003
Illinois,2016-08-01,14495,75.6,74.4,8,-0.8660254037844383,-0.5000000000000003
Indiana,2016-08-01,10303,75.1,73.4,8,-0.8660254037844383,-0.5000000000000003
Michigan,2016-08-01,10552,70.6,67.0,8,-0.8660254037844383,-0.5000000000000003
Ohio,2016-08-01,15158,75.4,71.9,8,-0.8660254037844383,-0.5000000000000003
Wisconsin,2016-08-01,6772,69.7,67.7,8,-0.8660254037844383,-0.5000000000000003
Iowa,2016-08-01,4561,72.4,72.6,8,-0.8660254037844383,-0.5000000000000003
Kansas,2016-08-01,4251,78.0,78.0,8,-0.8660254037844383,-0.5000000000000003
Minnesota,2016-08-01,6273,68.7,67.5,8,-0.8660254037844383,-0.5000000000000003
Missouri,2016-08-01,8012,77.4,76.8,8,-0.8660254037844383,-0.5000000000000003
Nebraska,2016-08-01,3042,73.0,73.4,8,-0.8660254037844383,-0.5000000000000003
North Dakota,2016-08-01,1524,68.6,67.9,8,-0.8660254037844383,-0.5000000000000003
South Dakota,2016-08-01,1138,72.0,71.5,8,-0.8660254037844383,-0.5000000000000003
Delaware,2016-08-01,1196,79.1,74.6,8,-0.8660254037844383,-0.5000000000000003
Florida,2016-08-01,24224,83.5,81.0,8,-0.8660254037844383,-0.5000000000000003
Georgia,2016-08-01,14295,82.2,79.4,8,-0.8660254037844383,-0.5000000000000003
Maryland,2016-08-01,6378,78.2,74.2,8,-0.8660254037844383,-0.5000000000000003
North Carolina,2016-08-01,13778,79.6,76.2,8,-0.8660254037844383,-0.5000000000000003
South Carolina,2016-08-01,8241,82.8,79.3,8,-0.8660254037844383,-0.5000000000000003
Virginia,2016-08-01,11266,77.2,74.0,8,-0.8660254037844383,-0.5000000000000003
West Virginia,2016-08-01,2956,74.4,71.1,8,-0.8660254037844383,-0.5000000000000003
Alabama,2016-08-01,8866,81.8,79.6,8,-0.8660254037844383,-0.5000000000000003
Kentucky,2016-08-01,7347,77.9,75.5,8,-0.8660254037844383,-0.5000000000000003
Mississippi,2016-08-01,5008,82.2,80.5,8,-0.8660254037844383,-0.5000000000000003
Tennessee,2016-08-01,10361,79.4,76.6,8,-0.8660254037844383,-0.5000000000000003
Arkansas,2016-08-01,4741,81.0,79.8,8,-0.8660254037844383,-0.5000000000000003
Louisiana,2016-08-01,9027,83.0,81.7,8,-0.8660254037844383,-0.5000000000000003
Oklahoma,2016-08-01,6338,82.0,81.3,8,-0.8660254037844383,-0.5000000000000003
Texas,2016-08-01,42140,83.4,82.0,8,-0.8660254037844383,-0.5000000000000003
Arizona,2016-08-01,8523,79.9,78.7,8,-0.8660254037844383,-0.5000000000000003
Colorado,2016-08-01,5258,66.8,66.1,8,-0.8660254037844383,-0.5000000000000003
Idaho,2016-08-01,2383,64.8,64.4,8,-0.8660254037844383,-0.5000000000000003
Montana,2016-08-01,1221,65.2,64.9,8,-0.8660254037844383,-0.5000000000000003
Nevada,2016-08-01,4040,72.9,71.1,8,-0.8660254037844383,-0.5000000000000003
New Mexico,2016-08-01,2234,73.5,71.8,8,-0.8660254037844383,-0.5000000000000003
Utah,2016-08-01,2962,71.9,70.5,8,-0.8660254037844383,-0.5000000000000003
Wyoming,2016-08-01,1390,65.2,64.4,8,-0.8660254037844383,-0.5000000000000003
California,2016-08-01,27016,76.5,74.2,8,-0.8660254037844383,-0.5000000000000003
Oregon,2016-08-01,4206,65.6,64.4,8,-0.8660254037844383,-0.5000000000000003
Washington,2016-08-01,7357,64.8,63.8,8,-0.8660254037844383,-0.5000000000000003
Connecticut,2016-09-01,2696,70.0,65.0,9,-1.0,-1.8369701987210297e-16
Maine,2016-09-01,1011,62.8,58.9,9,-1.0,-1.8369701987210297e-16
Massachusetts,2016-09-01,4838,68.6,64.0,9,-1.0,-1.8369701987210297e-16
New Hampshire,2016-09-01,1005,64.4,60.4,9,-1.0,-1.8369701987210297e-16
Rhode Island,2016-09-01,643,70.2,65.3,9,-1.0,-1.8369701987210297e-16
Vermont,2016-09-01,454,63.7,59.7,9,-1.0,-1.8369701987210297e-16
New Jersey,2016-09-01,6746,73.3,68.3,9,-1.0,-1.8369701987210297e-16
New York,2016-09-01,14050,66.9,62.5,9,-1.0,-1.8369701987210297e-16
Pennsylvania,2016-09-01,12914,69.8,65.0,9,-1.0,-1.8369701987210297e-16
Illinois,2016-09-01,12197,73.2,69.8,9,-1.0,-1.8369701987210297e-16
Indiana,2016-09-01,8782,72.8,69.0,9,-1.0,-1.8369701987210297e-16
Michigan,2016-09-01,8706,67.2,62.2,9,-1.0,-1.8369701987210297e-16
Ohio,2016-09-01,12956,72.6,67.7,9,-1.0,-1.8369701987210297e-16
Wisconsin,2016-09-01,5736,66.0,62.2,9,-1.0,-1.8369701987210297e-16
Iowa,2016-09-01,3931,69.6,67.1,9,-1.0,-1.8369701987210297e-16
Kansas,2016-09-01,3683,73.6,72.9,9,-1.0,-1.8369701987210297e-16
Minnesota,2016-09-01,5402,64.4,61.5,9,-1.0,-1.8369701987210297e-16
Missouri,2016-09-01,6941,74.2,72.1,9,-1.0,-1.8369701987210297e-16
Nebraska,2016-09-01,2520,68.4,67.6,9,-1.0,-1.8369701987210297e-16
North Dakota,2016-09-01,1390,63.3,61.6,9,-1.0,-1.8369701987210297e-16
South Dakota,2016-09-01,963,66.7,65.3,9,-1.0,-1.8369701987210297e-16
Delaware,2016-09-01,1009,75.3,70.6,9,-1.0,-1.8369701987210297e-16
Florida,2016-09-01,22544,82.0,80.0,9,-1.0,-1.8369701987210297e-16
Georgia,2016-09-01,12842,79.6,76.8,9,-1.0,-1.8369701987210297e-16
Maryland,2016-09-01,5207,74.8,70.2,9,-1.0,-1.8369701987210297e-16
North Carolina,2016-09-01,12129,76.8,73.0,9,-1.0,-1.8369701987210297e-16
South Carolina,2016-09-01,6965,79.5,76.2,9,-1.0,-1.8369701987210297e-16
Virginia,2016-09-01,9429,74.4,70.1,9,-1.0,-1.8369701987210297e-16
West Virginia,2016-09-01,2581,72.2,67.3,9,-1.0,-1.8369701987210297e-16
Alabama,2016-09-01,8103,80.1,77.0,9,-1.0,-1.8369701987210297e-16
Kentucky,2016-09-01,6540,75.1,71.7,9,-1.0,-1.8369701987210297e-16
Mississippi,2016-09-01,4717,80.5,77.7,9,-1.0,-1.8369701987210297e-16
Tennessee,2016-09-01,9674,76.6,73.1,9,-1.0,-1.8369701987210297e-16
Arkansas,2016-09-01,4349,77.9,76.1,9,-1.0,-1.8369701987210297e-16
Louisiana,2016-09-01,8675,81.3,79.4,9,-1.0,-1.8369701987210297e-16
Oklahoma,2016-09-01,5543,78.0,76.9,9,-1.0,-1.8369701987210297e-16
Texas,2016-09-01,38568,79.6,78.9,9,-1.0,-1.8369701987210297e-16
Arizona,2016-09-01,7089,74.6,75.0,9,-1.0,-1.8369701987210297e-16
Colorado,2016-09-01,4669,62.1,61.3,9,-1.0,-1.8369701987210297e-16
Idaho,2016-09-01,1767,59.6,59.1,9,-1.0,-1.8369701987210297e-16
Montana,2016-09-01,1098,59.6,58.9,9,-1.0,-1.8369701987210297e-16
Nevada,2016-09-01,3208,67.2,65.9,9,-1.0,-1.8369701987210297e-16
New Mexico,2016-09-01,2000,68.0,67.7,9,-1.0,-1.8369701987210297e-16
Utah,2016-09-01,2473,65.6,65.0,9,-1.0,-1.8369701987210297e-16
Wyoming,2016-09-01,1311,59.4,58.4,9,-1.0,-1.8369701987210297e-16
California,2016-09-01,24190,72.8,71.1,9,-1.0,-1.8369701987210297e-16
Oregon,2016-09-01,3527,61.9,60.6,9,-1.0,-1.8369701987210297e-16
Washington,2016-09-01,6693,61.2,60.3,9,-1.0,-1.8369701987210297e-16
Connecticut,2016-10-01,2094,59.8,56.2,10,-0.8660254037844385,0.5
Maine,2016-10-01,886,53.0,49.6,10,-0.8660254037844385,0.5
Massachusetts,2016-10-01,4144,58.4,55.2,10,-0.8660254037844385,0.5
New Hampshire,2016-10-01,848,54.2,51.1,10,-0.8660254037844385,0.5
Rhode Island,2016-10-01,566,60.6,57.0,10,-0.8660254037844385,0.5
Vermont,2016-10-01,429,53.8,50.6,10,-0.8660254037844385,0.5
New Jersey,2016-10-01,5665,63.2,59.5,10,-0.8660254037844385,0.5
New York,2016-10-01,11481,56.7,53.5,10,-0.8660254037844385,0.5
Pennsylvania,2016-10-01,11054,59.9,56.2,10,-0.8660254037844385,0.5
Illinois,2016-10-01,10673,65.4,60.5,10,-0.8660254037844385,0.5
Indiana,2016-10-01,7770,64.7,59.8,10,-0.8660254037844385,0.5
Michigan,2016-10-01,8026,57.6,53.0,10,-0.8660254037844385,0.5
Ohio,2016-10-01,11353,63.4,58.6,10,-0.8660254037844385,0.5
Wisconsin,2016-10-01,5483,56.5,52.4,10,-0.8660254037844385,0.5
Iowa,2016-10-01,3775,61.3,57.2,10,-0.8660254037844385,0.5
Kansas,2016-10-01,3106,66.2,62.6,10,-0.8660254037844385,0.5
Minnesota,2016-10-01,5226,54.4,50.9,10,-0.8660254037844385,0.5
Missouri,2016-10-01,5791,66.9,62.6,10,-0.8660254037844385,0.5
Nebraska,2016-10-01,2274,60.2,56.8,10,-0.8660254037844385,0.5
North Dakota,2016-10-01,1493,52.4,50.2,10,-0.8660254037844385,0.5
South Dakota,2016-10-01,916,57.0,54.0,10,-0.8660254037844385,0.5
Delaware,2016-10-01,849,66.2,61.9,10,-0.8660254037844385,0.5
Florida,2016-10-01,19875,77.8,75.6,10,-0.8660254037844385,0.5
Georgia,2016-10-01,10678,72.6,69.3,10,-0.8660254037844385,0.5
Maryland,2016-10-01,4321,65.4,61.4,10,-0.8660254037844385,0.5
North Carolina,2016-10-01,9705,68.8,65.0,10,-0.8660254037844385,0.5
